Type;District;Rooms;Vacancies;Suites;Area;Value;Condominium;Taxes
Apartment;Lagoa;2;1;1;80;2200;2600;420
Commercial Set;Copacabana;0;0;0;25;1000;434;101
Apartment;Flamengo;2;1;0;57;2800;832;98
Apartment;Campo Grande;3;1;1;98;1800;950;
Apartment;Jardim Botânico;3;1;2;170;6000;860;540
Commercial House;Botafogo;3;0;0;280;13000;450;1387
Apartment;Leblon;4;2;2;207;15500;6000;934
Commercial Set;Recreio dos Bandeirantes;0;1;0;23;1000;680;
Apartment;Barra da Tijuca;4;4;4;518;38000;5004;1747
Shed/Warehouse;Cordovil;0;0;0;850;8500;;
Apartment;Ipanema;1;0;1;50;2400;897;26
Kitchenette;Copacabana;1;0;0;35;1700;400;55
Store/Hall;Catete;0;6;0;300;17500;310;14000
Apartment;Recreio dos Bandeirantes;3;2;1;150;2500;1012;
Store/Hall;Barra da Tijuca;0;1;0;49;2000;780;
Commercial Set;Centro;0;3;0;151;11025;3430;
Apartment;Copacabana;2;0;0;65;2700;710;130
Apartment;Recreio dos Bandeirantes;4;3;2;300;4500;1500;580
Apartment;Recreio dos Bandeirantes;2;2;1;115;1900;661;
Village House;Jacarepaguá;3;1;0;100;2000;100;
Commercial Set;Barra da Tijuca;0;7;0;300;15000;9360;
Apartment;Recreio dos Bandeirantes;3;3;1;110;1500;873;
House;Botafogo;12;5;0;500;18000;;1800
Commercial Set;Ipanema;0;0;0;45;5000;2200;243
Apartment;Barra da Tijuca;4;3;4;304;13000;3800;1350
Store/Hall;Freguesia (Jacarepaguá);0;0;0;197;8000;;690
Commercial Set;Recreio dos Bandeirantes;0;1;0;28;900;560;185
Condominuim House;Barra da Tijuca;4;2;4;280;8500;750;620
Whole Building;Barra da Tijuca;0;80;0;5500;480000;;
Apartment;Tijuca;3;1;0;88;2300;790;885
Apartment;Ipanema;3;1;1;145;7200;2900;500
House;Catete;10;0;10;300;15000;;220
Apartment;Urca;1;0;0;53;2800;770;
Apartment;Ipanema;3;1;1;116;5000;1600;316
Apartment;Tijuca;3;1;0;116;2000;790;194
Apartment;Vila Isabel;3;0;0;82;1200;664;86
Kitchenette;Glória;1;0;1;26;850;321;29
Apartment;Barra da Tijuca;3;2;1;130;4800;1700;433
Apartment;Freguesia (Jacarepaguá);3;1;1;90;1700;595;
Apartment;Flamengo;2;1;0;68;2000;536;148
Apartment;Copacabana;1;0;0;60;2800;620;128
Store/Hall;Engenho de Dentro;0;0;0;56;2200;;100
Apartment;Taquara;2;1;0;53;1100;450;150
Apartment;Penha;2;0;0;64;950;180;
Apartment;Jardim Botânico;3;1;1;130;6400;1500;
Store/Hall;Barra da Tijuca;0;0;0;140;7200;315;1550
Apartment;Leblon;2;1;0;90;3500;1300;200
Apartment;Leblon;4;2;4;200;8500;2710;945
Commercial Set;Centro;0;0;0;208;5000;2670;530
Apartment;Tijuca;1;1;1;84;2000;718;120
Shed/Warehouse;Vigário Geral;0;0;0;2000;30000;;
Kitchenette;Gardênia Azul;1;0;0;20;485;;
Apartment;Flamengo;1;0;0;30;1490;315;55
House;São Conrado;4;0;4;1200;25000;;
Commercial Set;Freguesia (Jacarepaguá);0;1;0;21;700;350;
Apartment;Maracanã;2;0;0;79;1700;600;
Apartment;Copacabana;1;1;0;150;3000;1200;390
Commercial Set;Jacarepaguá;0;1;0;25;990;570;
Commercial Set;Flamengo;0;0;0;15;850;622;165
Apartment;Barra da Tijuca;3;2;3;156;5500;2300;398
Commercial Set;Botafogo;0;3;0;90;5900;2220;
Store/Hall;Barra da Tijuca;0;1;0;65;2200;595;500
Apartment;Flamengo;1;0;1;38;1450;690;55
Apartment;Botafogo;2;0;0;115;2200;1045;190
Commercial Set;Recreio dos Bandeirantes;0;2;0;25;800;364;172
Apartment;Tijuca;2;0;0;49;1800;180;
Standard Land;Penha;0;0;0;721;4000;;611
Apartment;Jacarepaguá;2;1;1;80;1900;1350;100
Apartment;Copacabana;2;0;0;120;3800;1000;197
Apartment;Barra da Tijuca;2;1;1;70;1800;681;120
Commercial Set;Freguesia (Jacarepaguá);0;1;0;21;800;306;56
Store/Hall;Santa Cruz;0;0;0;42;1000;;
Apartment;Bonsucesso;3;1;0;98;2800;390;
Apartment;Barra da Tijuca;2;1;1;70;3240;950;
Apartment;Flamengo;2;1;0;90;3200;980;
Commercial Set;Freguesia (Jacarepaguá);0;1;0;24;800;400;90
Apartment;Ipanema;2;0;0;99;3300;920;
Commercial Set;Centro;0;0;0;42;700;515;83
Apartment;Copacabana;3;1;0;80;3100;700;1208
Apartment;Copacabana;2;1;0;74;2600;1021;
Apartment;Humaitá;2;1;0;75;2900;926;90
Apartment;Barra da Tijuca;4;3;4;250;9500;2800;523
Store/Hall;Centro;0;0;0;530;12000;7435;1750
Apartment;Recreio dos Bandeirantes;2;1;1;80;1600;770;108
Apartment;Recreio dos Bandeirantes;3;4;1;217;3300;947;547
Apartment;Ipanema;4;1;3;250;12000;2300;1037
House;Campo Grande;2;1;2;100;1500;;30
Apartment;São Conrado;3;2;1;140;4700;1620;515
Apartment;Barra da Tijuca;4;3;2;260;7500;3550;350
Apartment;Laranjeiras;2;0;0;85;2100;700;95
Apartment;Rio Comprido;2;1;0;69;1900;600;70
Apartment;Freguesia (Jacarepaguá);1;1;0;49;1050;580;36
Apartment;Andaraí;2;1;0;56;1900;607;89
House;Vargem Grande;2;1;0;70;1900;580;25
Garage;Centro;0;1;0;0;100;;
Apartment;Ipanema;4;3;4;480;39000;9400;
Apartment;Barra da Tijuca;4;3;3;180;7000;1935;449
Apartment;Copacabana;2;0;0;81;3000;770;159
Apartment;Barra da Tijuca;2;1;1;88;2400;1313;
Commercial Set;Barra da Tijuca;0;4;0;125;7000;5000;1100
Apartment;Vargem Pequena;2;1;1;80;1100;650;
Condominuim House;Tanque;2;0;1;100;1500;160;80
Apartment;Ipanema;3;3;3;169;9000;2300;886
Apartment;Flamengo;4;2;2;423;12000;3795;1253
Shopping Store/Commercial Center;Barra da Tijuca;0;2;0;88;2500;4500;1544
Commercial Set;Leblon;0;0;0;120;20000;2400;
Apartment;Quintino Bocaiúva;2;0;0;67;900;320;
Commercial Set;Barra da Tijuca;0;0;0;45;1100;1000;1
Commercial Set;Freguesia (Jacarepaguá);0;2;0;44;1500;949;52
Shopping Store/Commercial Center;Ipanema;0;2;0;25;5000;;150
Apartment;Leblon;3;1;0;74;3300;700;83
Apartment;Copacabana;2;0;0;110;2800;800;120
Apartment;Leme;1;0;0;31;1140;420;24
Commercial Set;Barra da Tijuca;0;1;0;36;1600;780;80
Apartment;Recreio dos Bandeirantes;2;2;1;90;1500;720;199
Commercial Set;Ipanema;0;0;0;32;1700;750;
Commercial Set;Barra da Tijuca;0;3;0;108;5900;2424;
House;Santa Teresa;5;3;0;260;7000;;163
Apartment;Barra da Tijuca;2;1;0;70;2400;1800;150
Condominuim House;Recreio dos Bandeirantes;4;3;4;198;4500;1160;3012
Apartment;Inhaúma;3;1;0;60;750;236;
Shopping Store/Commercial Center;Jacarepaguá;0;1;0;61;4500;1;
Apartment;Glória;1;0;0;48;1400;480;20
Apartment;Copacabana;5;1;1;400;8500;2160;365
Apartment;Ipanema;2;1;0;45;3000;575;25
Apartment;Pechincha;2;1;0;65;950;640;126
Apartment;Leblon;2;0;0;100;3800;900;195
Apartment;Grajaú;3;2;1;90;2950;700;100
Commercial Set;Campo Grande;0;1;0;20;700;273;75
Commercial Set;Campo Grande;0;1;0;25;1000;550;
Apartment;Marechal Hermes;2;1;0;70;850;200;
Apartment;Grajaú;1;0;0;30;800;283;187
Apartment;Praça Seca;2;1;1;63;1100;361;
Shopping Store/Commercial Center;Barra da Tijuca;0;1;0;81;2500;2548;727
Apartment;Barra da Tijuca;3;2;2;480;15000;2750;650
Apartment;Recreio dos Bandeirantes;2;2;1;72;1580;900;140
Apartment;Laranjeiras;2;0;0;51;1900;450;25
Apartment;Botafogo;1;0;0;17;1100;330;15
Apartment;Botafogo;3;0;0;100;6050;1155;234
Apartment;Lagoa;2;1;1;90;2700;1350;250
Apartment;Piedade;2;1;0;83;950;;13
Apartment;Lagoa;3;3;3;230;6000;4600;990
Apartment;Pechincha;2;1;1;62;1700;500;67
Apartment;Leblon;2;2;1;113;3500;1365;387
Apartment;Flamengo;1;0;0;49;1700;440;68
Commercial Set;Barra da Tijuca;0;1;0;54;2500;1200;1800
Apartment;Méier;1;0;0;53;900;484;37
Apartment;Vila Isabel;2;1;0;63;1300;500;
Shed/Warehouse;Pavuna;0;12;0;3084;67855;19711;1676
Commercial Set;Méier;0;0;0;25;600;580;
House;Vila da Penha;1;0;0;40;850;;
Kitchenette;Copacabana;1;0;0;30;2600;500;
Kitchenette;Copacabana;1;0;0;30;3200;400;50
Kitchenette;Centro;1;0;1;15;750;;
Apartment;Lagoa;3;3;1;250;11000;3500;889
Apartment;Humaitá;3;1;0;95;2300;1300;120
Apartment;Flamengo;1;0;0;37;2300;485;56
Apartment;Curicica;1;1;0;45;700;356;126
Apartment;Barra da Tijuca;2;1;0;90;2000;980;1600
Store/Hall;Copacabana;0;1;0;26;700;1004;170
Apartment;Barra da Tijuca;1;1;1;80;1700;980;250
House;Vaz Lobo;1;0;0;35;400;;
Apartment;Barra da Tijuca;2;1;1;70;2200;1000;70
Apartment;Barra da Tijuca;4;3;1;190;5500;1600;435
Commercial Set;Del Castilho;0;1;0;29;1000;638;
Store/Hall;Copacabana;0;0;0;260;35000;750;1350
Commercial Set;Barra da Tijuca;0;10;0;1100;66000;30000;23786
Store/Hall;Botafogo;0;5;0;525;64698;;
Apartment;Copacabana;3;1;0;140;3500;1250;
Apartment;Tijuca;1;1;1;87;1400;1057;162
Apartment;Barra da Tijuca;4;3;2;210;5300;2080;500
Condominuim House;Santíssimo;2;1;0;70;800;200;
Commercial Set;Centro;100;39;0;1600;160000;;
Apartment;Méier;1;0;0;50;1000;390;16
Commercial Set;Centro;0;0;0;570;19500;8800;
Apartment;Flamengo;4;1;0;240;6000;2050;701
Apartment;Leblon;4;3;4;300;30000;4273;1557
Apartment;Ipanema;3;1;1;140;7200;2900;500
Condominuim House;Jardim Botânico;4;4;1;380;12000;870;1290
Apartment;Jardim Botânico;2;1;1;86;4100;830;257
Apartment;Recreio dos Bandeirantes;4;3;4;203;6000;1200;420
Apartment;Leblon;3;1;0;110;6200;885;
Condominuim House;Barra da Tijuca;4;4;3;280;11000;1200;1100
Commercial House;Olaria;0;1;0;100;2000;;
Apartment;Tijuca;2;1;0;60;1800;420;
Flat;Botafogo;1;1;1;50;2500;836;189
Apartment;Barra da Tijuca;2;1;1;140;4500;910;420
Apartment;Andaraí;1;0;1;30;1100;580;
Apartment;Pechincha;2;1;0;52;700;420;35
Apartment;Recreio dos Bandeirantes;2;1;1;75;2300;1220;134
Apartment;Freguesia (Jacarepaguá);2;1;0;55;1000;390;36
Apartment;Água Santa;2;1;0;70;800;250;14
Commercial Set;Barra da Tijuca;0;1;0;45;500;1100;
Apartment;Lagoa;2;1;0;77;2700;1050;302
Apartment;Copacabana;3;1;1;194;7500;1710;4641
Shopping Store/Commercial Center;Barra da Tijuca;0;0;0;34;2700;1047;326
Apartment;Leblon;3;3;1;208;8000;1700;965
Kitchenette;Copacabana;1;0;0;25;1200;318;
Commercial Set;Centro;0;0;0;50;1200;1350;230
Apartment;Gávea;3;1;2;220;7000;3200;450
Commercial Set;Barra da Tijuca;0;14;0;350;21000;;
Apartment;Barra da Tijuca;3;2;1;204;4600;2321;489
Apartment;Barra da Tijuca;3;1;3;80;2800;1300;
Apartment;Leblon;4;2;2;205;15000;6000;772
Apartment;Barra da Tijuca;3;2;1;165;6500;1503;330
Commercial Set;Centro;0;0;0;576;28845;8942;2071
Shed/Warehouse;Santo Cristo;0;100;0;5000;90000;;12506
Commercial Set;Copacabana;0;0;0;73;4000;1363;294
Commercial Set;Centro;0;0;0;34;900;479;114
Commercial Set;Barra da Tijuca;0;1;0;49;1200;617;69
Apartment;Leblon;3;2;1;140;4500;2552;595
Apartment;Laranjeiras;3;1;1;150;3200;1504;301
Apartment;Moneró;1;1;0;47;1200;290;49
Apartment;Tijuca;2;1;0;70;1850;748;48
Apartment;Leblon;2;1;1;82;5900;1128;300
Apartment;Grajaú;2;0;0;70;1300;447;
Apartment;Recreio dos Bandeirantes;4;2;2;160;1900;830;
Apartment;Barra da Tijuca;4;4;4;330;20000;1800;10500
House;Itanhangá;3;2;1;321;9000;1400;
House;Taquara;3;1;0;100;2100;250;
Apartment;Barra da Tijuca;3;2;1;140;4900;1600;3580
Commercial Set;Centro;0;0;0;55;900;1219;138
Commercial Set;Méier;0;0;0;30;530;270;
Commercial Set;Barra da Tijuca;0;1;0;22;600;797;164
Apartment;Flamengo;2;1;1;60;3400;978;130
Commercial Set;Ipanema;0;0;0;30;2300;880;
Apartment;Itanhangá;2;1;1;58;900;500;212
Store/Hall;Centro;0;0;0;172;2500;;391
Apartment;Tijuca;3;1;1;106;2050;872;1008
Commercial Set;Freguesia (Jacarepaguá);0;1;0;24;400;600;53
Apartment;Leme;1;0;0;55;2000;585;79
House;Campo Grande;2;1;0;100;1300;;
Apartment;Ipanema;3;3;3;310;16000;3000;1100
Apartment;Vila Isabel;2;1;1;79;1300;950;30
Commercial Set;Leblon;0;8;0;408;90404;26000;
Shed/Warehouse;Maria da Graça;0;0;0;1000;9800;;630
Apartment;Jardim Guanabara;2;0;0;92;1600;;99
Apartment;Barra da Tijuca;2;1;1;102;2500;1478;255
Shed/Warehouse;Vila Militar;0;0;0;190;3600;;291
Apartment;Copacabana;3;1;1;160;4000;1617;300
Commercial House;Copacabana;12;0;12;360;17000;;1150
Kitchenette;Copacabana;1;0;0;38;1800;500;100
Apartment;Copacabana;1;0;0;30;1200;650;54
Apartment;Quintino Bocaiúva;2;0;0;80;900;170;
Apartment;Ipanema;3;1;0;80;4000;1200;251
Apartment;Leblon;4;2;2;300;28000;3480;
Apartment;Freguesia (Jacarepaguá);3;1;1;77;2000;580;80
Apartment;Vila da Penha;2;0;0;70;1200;;27
Apartment;Jardim Botânico;3;2;2;145;4680;1296;317
Shed/Warehouse;Campo Grande;0;0;0;1599;30394;4399;1199
Apartment;Recreio dos Bandeirantes;3;2;1;185;2500;1355;2917
Apartment;Barra da Tijuca;1;1;1;68;2800;1250;219
Apartment;Jardim Botânico;2;2;1;83;3500;1630;196
Commercial Set;Barra da Tijuca;0;0;0;125;3500;3100;775
Apartment;Leblon;3;2;1;180;9500;2804;950
Commercial Set;Botafogo;0;1;0;80;4500;2183;464
Store/Hall;Campo Grande;0;0;0;240;2500;;
Apartment;Copacabana;2;1;1;110;4000;1010;252
Commercial Set;Tijuca;0;0;0;50;1200;1260;266
Apartment;Botafogo;3;0;0;123;3200;421;182
Commercial Set;Jacarepaguá;0;1;0;25;700;484;112
Store/Hall;Recreio dos Bandeirantes;0;0;0;1200;58000;;4750
Apartment;Recreio dos Bandeirantes;3;3;1;180;1300;1635;320
Commercial Set;Jacarepaguá;0;1;0;40;1400;480;
Commercial Set;Centro;0;0;0;309;15000;5000;650
Apartment;Barra da Tijuca;3;2;3;120;2800;1280;360
Apartment;Leblon;2;3;1;168;9000;2124;563
Commercial Set;Centro;0;0;0;44;900;150;166
Whole Building;Copacabana;1;1;0;450;63000;13500;3825
Commercial Set;Flamengo;0;8;0;834;72435;16680;
Apartment;Praça Seca;1;0;1;50;600;;
Condominuim House;Campo Grande;2;2;0;100;1200;40;1
Apartment;Barra da Tijuca;1;0;0;71;2100;1200;220
Apartment;Tijuca;2;1;1;81;2350;849;80
Apartment;Jacarepaguá;2;1;1;67;2000;636;75
Apartment;Recreio dos Bandeirantes;3;3;3;200;3900;800;310
Apartment;São Francisco Xavier;3;1;0;90;1900;210;160
Apartment;Lagoa;2;1;1;56;3500;1490;323
Apartment;Leblon;4;2;1;200;11500;3055;500
Apartment;Recreio dos Bandeirantes;2;1;1;65;1800;680;100
House;Barra da Tijuca;6;4;6;540;25000;2333;2900
Apartment;Recreio dos Bandeirantes;2;1;1;70;1500;737;142
Apartment;Tijuca;3;0;0;98;1700;390;93
Apartment;Andaraí;2;0;0;66;700;900;46
Apartment;Ipanema;3;2;1;200;6300;2200;400
Apartment;Pechincha;2;1;0;60;900;420;15
Commercial Set;Centro;0;1;0;182;8500;3200;
Apartment;Vila Valqueire;3;2;1;129;2200;755;195
Apartment;Santa Teresa;2;0;0;65;1400;600;
Apartment;Leblon;4;2;2;230;17900;5000;1000
Apartment;Gávea;3;1;1;138;7900;1900;3418
Commercial Set;Recreio dos Bandeirantes;0;0;0;25;800;400;104
Apartment;São Conrado;3;2;1;150;6500;1800;
Commercial Set;Jacarepaguá;0;1;0;21;600;500;
Apartment;Jacarepaguá;4;2;2;155;3000;1664;309
Apartment;Ipanema;3;1;0;130;8000;2000;480
Apartment;Botafogo;3;1;1;123;4000;1188;221
Commercial Set;Recreio dos Bandeirantes;0;1;0;22;800;470;170
Apartment;Cachambi;2;0;0;50;900;313;
Commercial Set;Barra da Tijuca;0;1;0;35;1500;1200;200
Apartment;Botafogo;1;0;0;38;1300;400;25
Flat;Barra da Tijuca;1;1;0;71;2700;1700;181
Apartment;Tijuca;2;1;0;88;1100;693;32
Apartment;Lins de Vasconcelos;2;0;0;50;900;360;13
Apartment;Recreio dos Bandeirantes;3;1;1;80;1700;900;195
Commercial Set;Centro;0;0;0;30;500;490;85
Apartment;Copacabana;1;0;0;36;1700;632;69
Apartment;Campo Grande;2;1;0;70;750;330;
Commercial Set;Centro;0;0;0;106;3500;2112;480
Kitchenette;Copacabana;1;0;0;30;1150;450;30
Apartment;Tijuca;2;0;1;80;1300;;82
Apartment;Freguesia (Jacarepaguá);1;1;0;49;850;590;37
Commercial Set;Barra da Tijuca;0;1;0;20;1100;700;
Store/Hall;Campo Grande;0;0;0;25;450;;
Apartment;Copacabana;1;0;0;37;2200;555;70
Apartment;Ipanema;3;1;1;126;6000;1667;590
Apartment;Gávea;2;1;0;63;3300;650;
Apartment;Barra da Tijuca;2;1;0;74;2100;750;
Commercial Set;Centro;0;0;0;31;800;546;127
Apartment;Barra da Tijuca;2;1;1;70;2300;1000;80
Apartment;Barra da Tijuca;4;3;4;292;16000;5000;1500
Apartment;Barra da Tijuca;4;2;1;330;9000;3100;1085
Apartment;Recreio dos Bandeirantes;2;1;1;65;1800;560;
House;Campo Grande;2;0;0;70;1000;;
House;Barra da Tijuca;4;6;2;232;6500;1100;800
Apartment;Flamengo;3;0;1;110;3800;659;146
Apartment;Botafogo;3;1;1;102;5100;1300;342
Apartment;Glória;1;0;0;28;1500;250;
Apartment;Barra da Tijuca;2;2;1;65;1600;1270;233
Apartment;Engenho Novo;2;1;0;69;1250;600;
Apartment;Camorim;2;1;0;48;1000;340;90
Apartment;Leblon;4;2;2;240;17900;5000;1000
Apartment;Laranjeiras;4;2;1;350;10000;3000;403
Apartment;Barra da Tijuca;2;1;1;87;2300;1482;251
Apartment;Recreio dos Bandeirantes;2;1;1;70;1500;800;130
Apartment;Barra da Tijuca;3;1;1;75;1900;750;60
Apartment;Barra da Tijuca;2;1;1;80;3500;1100;140
Condominuim House;Barra da Tijuca;5;6;5;1050;15000;2000;2000
Apartment;Copacabana;3;0;2;130;4000;950;200
Commercial Set;Centro;0;3;0;134;11840;2898;861
Commercial Set;Campo Grande;0;0;0;30;1500;580;
Commercial Set;Barra da Tijuca;0;0;0;5124;614000;;
Commercial Set;Barra da Tijuca;0;1;0;46;1450;885;253
Apartment;Cascadura;3;0;0;58;990;100;
Commercial House;Jardim Botânico;0;0;0;80;6000;;1000
Apartment;Humaitá;2;1;0;72;2900;815;96
Apartment;Jacarepaguá;2;1;2;68;1700;739;
Apartment;São Conrado;4;2;1;230;5150;2225;350
Apartment;Pechincha;2;1;1;61;1000;489;
Apartment;Urca;3;1;1;220;16000;2757;544
Shed/Warehouse;Manguinhos;0;14;0;590;15000;;
Store/Hall;Curicica;0;1;0;55;1800;925;525
Apartment;Copacabana;3;1;0;290;8000;2032;7000
Shed/Warehouse;Campo Grande;0;0;0;400;7000;;
Commercial Set;Recreio dos Bandeirantes;0;1;0;38;2500;346;
Apartment;Tijuca;2;1;0;72;1500;734;
Commercial Set;Barra da Tijuca;0;2;0;113;8000;2290;8472
Apartment;Praia da Bandeira;2;1;0;90;1400;480;85
Flat;Ipanema;2;1;2;90;8000;2200;
House;Ramos;2;0;0;40;950;;
Apartment;Tijuca;3;0;0;86;1500;690;83
Apartment;Ipanema;3;2;1;200;9500;3600;1500
Apartment;Grajaú;2;0;0;53;1200;270;17
Loft;Barra da Tijuca;1;1;0;50;2634;1326;240
Commercial Set;Botafogo;0;15;0;650;55250;12122;
Commercial House;Ramos;0;0;0;120;2400;;
House;Jardim Botânico;4;2;4;387;25000;270;6661
Commercial Set;Centro;0;0;0;66;3000;667;120
Commercial Set;Centro;0;0;0;33;900;310;71
Commercial Set;Freguesia (Jacarepaguá);0;1;0;25;700;817;
House;Anil;3;6;1;280;2800;;190
Commercial Set;Taquara;0;1;0;23;500;450;650
Apartment;Copacabana;2;0;1;120;3800;1413;314
Apartment;Copacabana;4;1;2;270;13500;2800;
Commercial Set;Centro;0;0;0;107;2500;1702;427
Apartment;Grajaú;2;0;0;72;2000;;758
Apartment;Ipanema;3;2;1;108;6000;2100;466
Store/Hall;Vargem Grande;0;4;0;98;2800;700;180
Store/Hall;Leblon;0;0;0;50;15000;;500
Apartment;Ipanema;3;2;1;220;9000;3600;1400
Commercial Set;Del Castilho;0;1;0;29;1000;653;
Store/Hall;Copacabana;0;0;0;235;20000;;
Apartment;Ipanema;1;0;1;46;1800;936;86
Apartment;Saúde;2;0;0;65;1300;468;30
Apartment;Ipanema;1;0;1;48;2100;540;81
Store/Hall;Quintino Bocaiúva;0;0;0;100;1800;;150
Apartment;Flamengo;2;1;1;90;3000;1200;120
Apartment;Itanhangá;2;0;0;56;1200;781;26
Commercial Set;Centro;0;0;0;194;6800;4638;1265
Apartment;Leme;4;0;1;350;10000;2700;6500
Apartment;Copacabana;2;0;1;45;1600;620;
Store/Hall;Barra da Tijuca;0;2;0;150;5000;2280;
Apartment;Barra da Tijuca;3;2;1;201;9500;2300;13500
Commercial Set;Rio Comprido;0;2;0;270;8000;;495
Commercial Set;Centro;0;0;0;30;650;421;
Apartment;Centro;1;0;1;38;1150;400;25
Apartment;Leme;3;1;0;200;8000;2300;510
Apartment;Copacabana;2;0;0;56;3000;;
Shopping Store/Commercial Center;Barra da Tijuca;0;1;0;50;2900;1830;993
Commercial Set;Botafogo;0;56;0;4235;529375;114599;34345
Garage;Copacabana;0;9;0;0;450;;
Apartment;Barra da Tijuca;3;2;3;89;4500;1200;211
Shed/Warehouse;Tijuca;0;60;0;700;9900;;
Apartment;Barra da Tijuca;4;3;2;398;16000;2600;11000
Apartment;Ipanema;2;2;1;130;8000;2000;660
Apartment;Barra da Tijuca;2;1;1;69;2500;940;800
Apartment;Ipanema;4;2;1;200;9500;3600;1500
Shopping Store/Commercial Center;Recreio dos Bandeirantes;0;1;0;105;6000;490;1
Commercial Set;Barra da Tijuca;0;1;0;28;800;720;130
Apartment;Recreio dos Bandeirantes;1;1;1;45;1500;1200;440
Apartment;Botafogo;1;1;0;65;2200;679;27
Apartment;Barra da Tijuca;2;1;2;100;10000;5155;502
Apartment;Méier;3;0;0;60;1300;450;
Apartment;Barra da Tijuca;2;2;1;75;1400;800;100
Apartment;Leblon;3;1;2;155;7200;1515;538
Apartment;Tijuca;2;1;1;70;1600;740;
Apartment;Leblon;2;2;1;65;5000;1950;300
Commercial Set;Recreio dos Bandeirantes;0;1;0;26;700;450;
Commercial Set;Centro;0;4;0;250;3000;2120;506
Apartment;Tijuca;3;2;1;150;2000;1700;210
Apartment;Barra da Tijuca;4;3;4;245;11000;3000;544
Commercial Set;Penha;0;0;0;178;2500;;290
Apartment;Lagoa;3;2;3;125;4800;1600;460
Apartment;Leblon;2;0;1;71;6700;2070;
Apartment;Anil;2;1;0;46;1100;430;12
Commercial Set;Botafogo;0;7;0;457;50000;17546;
Commercial Set;Centro;0;0;0;320;16000;6340;1775
Apartment;Freguesia (Jacarepaguá);2;1;1;70;1300;720;85
Apartment;Copacabana;1;0;1;39;1800;600;
Apartment;Santa Teresa;1;0;0;21;800;312;15
Apartment;Vila Isabel;3;1;0;95;1250;650;60
Condominuim House;Joá;6;4;6;550;25000;;672
Apartment;Copacabana;1;0;0;36;2200;590;
Apartment;Barra da Tijuca;2;1;1;67;2000;1300;119
Apartment;Copacabana;3;2;1;190;7000;2000;639
Apartment;Andaraí;3;0;0;64;1300;310;20
Store/Hall;Quintino Bocaiúva;0;0;0;100;2200;;16
Commercial Set;Centro;0;0;0;60;2000;860;170
Apartment;Ipanema;3;0;0;90;3500;998;95
Commercial Set;Centro;0;0;0;200;6000;3730;500
Apartment;Copacabana;3;1;0;90;3800;900;230
Apartment;São Conrado;4;4;2;460;10000;5600;500
Commercial Set;Barra da Tijuca;0;1;0;35;2000;1009;262
Apartment;Recreio dos Bandeirantes;3;1;1;82;2000;989;1313
House;Campo Grande;5;2;5;120;10000;;
Commercial House;Centro;0;2;0;258;14000;4900;1000
Apartment;Curicica;2;1;1;58;1350;590;560
Store/Hall;Gamboa;0;1;0;40;1300;;154
Apartment;Flamengo;4;0;1;648;18000;3540;2187
House;Vargem Grande;7;10;2;500;12000;;20
Condominuim House;Barra da Tijuca;5;5;5;600;20000;2300;
Apartment;São Conrado;4;3;1;260;8500;3650;1170
Shopping Store/Commercial Center;Barra da Tijuca;0;2;0;84;5500;995;420
Apartment;Ipanema;3;3;2;270;16000;3100;7813
Apartment;Camorim;2;1;1;51;1200;550;650
Apartment;Lagoa;3;2;1;162;5500;1500;627
Apartment;Tijuca;2;1;1;85;1600;960;90
Apartment;Ipanema;1;0;0;50;2100;630;
Apartment;Cachambi;2;1;0;55;1200;364;
House;Barra da Tijuca;4;6;2;800;9800;;490
Apartment;Méier;2;1;0;77;1000;925;
Apartment;Barra da Tijuca;1;1;1;69;1900;1007;159
Commercial Set;Centro;0;0;0;151;6040;5200;
Commercial Set;Botafogo;0;17;0;795;107394;29832;
Commercial Set;Bangu;0;1;0;24;800;454;21
Commercial Set;Centro;0;0;0;116;2600;1090;
Shopping Store/Commercial Center;Vila da Penha;0;0;0;145;7000;;
Kitchenette;Copacabana;1;0;0;28;1500;450;
Apartment;Maracanã;2;1;1;85;2500;492;
Commercial Set;Copacabana;0;0;0;29;1600;494;101
Shed/Warehouse;Vigário Geral;0;0;0;2170;40000;;2784
Apartment;Colégio;1;0;0;58;950;;
House;Recreio dos Bandeirantes;3;0;0;614;4500;;576
House;Tijuca;4;6;0;160;3500;;
Apartment;Tijuca;3;1;1;80;3000;967;184
Apartment;Barra da Tijuca;2;1;1;70;1150;1260;160
Apartment;Leblon;2;1;1;90;3500;1150;3300
Shed/Warehouse;Irajá;0;34;0;14730;301965;55974;13257
Commercial Set;Barra da Tijuca;0;1;0;21;1200;550;100
Commercial House;Bonsucesso;0;2;0;180;4500;;
Apartment;Leblon;3;2;2;262;20000;2579;1351
Apartment;Rocha Miranda;1;0;0;33;750;;
Apartment;Laranjeiras;2;1;0;63;2500;968;93
Apartment;Laranjeiras;2;1;0;79;2300;780;118
Apartment;Jardim Botânico;2;2;1;83;3500;1790;196
Commercial Set;Centro;0;0;0;660;56100;8400;
Apartment;Vila Isabel;2;0;0;80;1700;450;60
Commercial Set;Centro;0;0;0;60;1500;898;168
Apartment;Laranjeiras;4;2;1;270;5500;2750;420
Whole Building;Centro;0;0;0;1164;40000;;8682
Apartment;São Conrado;3;2;1;157;6400;1792;460
Commercial Set;Centro;0;0;0;80;1555;;
Apartment;Ipanema;3;1;2;108;5800;1735;368
Apartment;Ipanema;3;2;1;166;7000;3400;
